donor,announcement_date,source_reported_value,reporting_currency,aid_type_general,aid_type_specific,measure,explanation
Denmark,01.03.22,8.000.000,DKK,Humanitarian,Equipment,Allocation,"Cars, generators and more. The operation is coordinated by the Danish Emergency Management Facility. Note that the total sum of 668 million DKK reported in ""Source of Aid 1"" can be divided into 8 million DKK, 20 million DKK (DKH2), 10 million DKK (DKH3), 50 million DKK (DKH4), 50 million DKK (DKH5) and 140 million DKK (DKH6). Additionally, the package consisting of 150 million DKK directed to the World Bank corresponds to the Danish share of 20 million EUR reported in DKF1. We do not consider the remaining packages cited in the source, since they all represent flows going to international organizations: 105 million DKK to UN organizations (UNHCR, OCHA, UNICEF), 115 million DKK to Danish and International organizations and 20 million DKK to the International Red Cross. We consider this aid package to have been pledged entirely in March for Analysis of aid over time purposes."
Denmark,01.03.22,20.000.000,DKK,Humanitarian,Assistance,Allocation,"Construction of a civilian mobile hospital. The operation is coordinated by the Danish Emergency Management Facility. For the further amounts reported in ""Source of Aid 1"", see explanation in DKH1. We consider this aid package to have been pledged entirely in March for Analysis of aid over time purposes."
Denmark,01.03.22,10.000.000,DKK,Humanitarian,Equipment,Allocation,"Fund of 10 million DKK to finance Danish civil society organizations working in Ukraine. The aid focuses on protection, food and emergency shelter. For an explanation about additional amounts reported in ""Source of Aid 1"", refer to DKH1. We consider this aid package to have been pledged entirely in March for Analysis of aid over time purposes."
Denmark,01.03.22,50.000.000,DKK,Humanitarian,Equipment,Allocation,"Drugs and medical equipment for Ukraine and neighboring countries, aimed at assisting Ukrainian refugees. For an explanation about additional amounts reported in ""Source of Aid 1"", refer to DKH1. Source of Aid 2 reports this as Health related donations. "
Denmark,01.03.22,50.000.000,DKK,Humanitarian,Equipment,Allocation,"Drugs, as a response to a request made by Ukraine through the EU's Crisis Response Team (HERA). For an explanation about additional amounts reported in ""Source of Aid 1"", refer to DKH1. Source of Aid 2 reports these as Health related donations."
Denmark,25.04.22,535.494,EUR,Humanitarian,Contribution,Allocation,"According to Source of Aid 1, the Ukraine Energy Support Fund has received a donation from Denmark to purchase emergency energy equipment, fuels for electricity production and other support. Source of Aid 2 tells that the funds from the Danish Energy Agency have been utilised. Source of Aid 3 reports that Denmark donated EUR 535,494 through the Danish Energy Agency. We assume that these sources refer to the same donation in April 2022."
Denmark,01.05.22,155.000.000,DKK,Humanitarian,Assistance,Allocation,"Additional 155 million DKK for humanitarian efforts in Ukraine. Since no further information was disclosed, we cannot determine whether the amount will be devoted directly to Ukraine or to international organizations. To avoid underestimating the true extent of assistance, we include this amount in our data."
Denmark,01.08.22,16.000.000,EUR,Humanitarian,Reconstruction,Allocation,"In August 2022, the Danish Ministry of the Interior reported a reconstruction commitment for the city of  Mykolaiv (Source of Aid 1). Initially, this commitment was over 13.4 million EUR, but increased in November 2022 to 16 million EUR (Source of Aid 2). This donation will report the entire reconstruction effort. "
Denmark,01.10.22,18.200.000,EUR,Humanitarian,Consolidation,Allocation,"The Danish humanitarian contribution is stated to amount to EUR 85.4 million in November 2022. Since our dataset covers only EUR 67.2 million at this point, we add the difference (EUR 18.2 million) as an unspecified humanitarian contribution. "
Denmark,01.12.22,25.600.000,EUR,Humanitarian,Assistance,Allocation,"According to Source of Aid 1, Denmark committed additional EUR 25.6 million for a second support package for acute reconstruction and critical energy infrastructure."
Denmark,30.05.23,594.981.122,DKK,Humanitarian,Budgetary appropriations,Commitment,"2023 Ukraine Fund commitment: Source of Aid 1 and Source of Aid 2 state that in 2023 the Ukraine fund will provide humanitarian aid worth 1.2 billion DKK from which 1 billion DKK will go to Ukraine, and 0.2 billion DKK will go to the greater Eastern European Region, including Ukraine (Source of Aid 3). Since we cannot distinguish between what goes to Ukraine and what does not, we take the entire 1.2 billion DKK as commitment. Still, some packages financed with this fund were considered as financial aid in our dataset. Therefore, we also report part of it in financial aid section."
Denmark,03.07.23,52.800.000,DKK,Humanitarian,Contribution,Allocation,"According to Source of Aid 1, Denmark prepared its first civil support package under the Ukraine fund, amounting to DKK 615 million, where DKK 470 million is allocated towards reconstruction efforts and DKK 145 million is for humanitarian efforts (see DKH16). Of this amount, DKK 1.5 million is not considered as it would be given to the Association of Municipialities in Denmark, which is not directly benefiting Ukraine. This DKK 52.8 million is allocated to the ""Ukraine Energy Support Fund,"""
Denmark,03.07.23,20.000.000,DKK,Humanitarian,Contribution,Allocation,"According to Source of Aid 1, Denmark prepared its first civil support package under the Ukraine fund, amounting to DKK 615 million, where DKK 470 million (See DKF3) is allocated towards reconstruction efforts and DKK 145 million is for humanitarian efforts.This DKK 20 million is allocated to the International Commitee for the Red Cross (ICRC). "
Denmark,03.07.23,25.000.000,DKK,Humanitarian,Contribution,Allocation,"According to Source of Aid 1, Denmark prepared its first civil support package under the Ukraine fund, amounting to DKK 615 million, where DKK 470 million (See DKF3) is allocated towards reconstruction efforts and DKK 145 million is for humanitarian efforts.This DKK 25 million is allocated to the United Nations Humanitarian Fund."
Denmark,03.07.23,100.000.000,DKK,Humanitarian,Contribution,Allocation,"According to Source of Aid 1, Denmark prepared its first civil support package under the Ukraine fund, amounting to DKK 615 million, where DKK 470 million (See DKF3) is allocated towards reconstruction efforts and DKK 145 million is for humanitarian efforts.This DKK 100 million is allocated to Danish civil society organisations for the distribution of emergency aid, and humanitarian mine clearance "
Denmark,06.11.23,40.200.000,EUR,Humanitarian,Reconstruction,Allocation,"Denmark is supporting the Ukrainians with a EUR 40.2 million reconstruction package that, among other things, will provide 20 mobile heating boilers for the city of Mykolaiv and fund repairs to Mykolaiv’s existing central heating system. In particular, aside from the heating units, the package consists mostly of contributions to the European Investment Bank’s activities for critical social infrastructure in Ukraine, support for Local Government Denmark to facilitate cooperation between Ukrainian and Danish municipalities, including between Aalborg and Mykolaiv Municipality, Danish civil society organisations’ work to strengthen Ukrainian civil society and early reconstruction of critical social infrastructure and civil institutions in Mykolaiv city and region.The effort is part of the second reconstruction package from Denmark to Ukraine since the launch of the Ukraine Fund in the spring of 2023."
Denmark,17.11.23,30.000.000,DKK,Humanitarian,Contribution,Allocation,"The Danish Ministry of Climate, Energy and Utilities announced a contribution of 30 million DKK to the Ukraine Energy Support Fund."
Denmark,24.12.23,17.850.000,EUR,Humanitarian,Contribution,Allocation,"According to Source of Aid 1, Denmark presented another support package, The Acute Package II, to be implemented by Partners of the Danish Ministry of Foreign Affairs. This allocation of EUR 17,85 million is to the UNOPS (The United Nations Office for Project Services)"
Denmark,24.12.23,4.000.000,DKK,Humanitarian,Contribution,Allocation,"According to Source of Aid 1, Denmark presented another support package, The Acute Package II, to be implemented by Partners of the Danish Ministry of Foreign Affairs. This allocation of EUR 4 million is to the European Bank for Reconstruction and Development´s (EBRD) Crisis Response Special Fund (CRSF)"
Denmark,24.12.23,4.700.000,DKK,Humanitarian,Contribution,Allocation,"According to Source of Aid 1, Denmark presented another support package, The Acute Package II, to be implemented by Partners of the Danish Ministry of Foreign Affairs. This allocation of EUR 4,7 million is to the OCHA (The UN Office for the Coordination of Humanitarian Affairs)."
